Date,Time,PM10 (μg/m³),PM2.5 (μg/m³),CO (μg/m³),NO2 (μg/m³),SO2 (μg/m³),Temp (°C),Humidity (%),Wind_Speed (km/h),Soil_Moisture (m³/m³),AQI
2022-08-05,00:00:00,31.7,22.2,478.0,14.1,5.2,20.3,98.0,3.1,0.426,58
2022-08-05,01:00:00,29.7,20.8,435.0,11.6,4.5,21.0,96.0,1.8,0.425,59
2022-08-05,02:00:00,25.3,17.7,374.0,8.2,3.5,21.7,93.0,3.1,0.424,59
2022-08-05,03:00:00,23.1,16.2,303.0,4.3,2.5,23.2,86.0,3.1,0.423,60
2022-08-05,04:00:00,20.3,14.2,272.0,2.9,2.0,25.1,76.0,2.1,0.421,60
2022-08-05,05:00:00,20.0,14.0,250.0,2.2,1.8,25.9,71.0,0.0,0.418,61
2022-08-05,06:00:00,20.0,14.0,231.0,1.6,1.5,26.7,68.0,3.1,0.416,61
2022-08-05,07:00:00,20.2,14.1,223.0,1.4,1.5,26.7,70.0,6.9,0.413,61
2022-08-05,08:00:00,20.8,14.6,221.0,1.5,1.5,25.5,75.0,3.6,0.427,61
2022-08-05,09:00:00,21.4,15.0,223.0,2.0,1.6,24.6,82.0,3.3,0.424,61
2022-08-05,10:00:00,21.7,15.2,213.0,1.7,1.6,25.1,82.0,4.1,0.422,61
2022-08-05,11:00:00,23.0,16.1,202.0,1.4,1.6,25.0,82.0,3.2,0.42,62
2022-08-05,12:00:00,20.3,14.2,244.0,5.4,1.9,23.2,86.0,4.9,0.424,62
2022-08-05,13:00:00,25.0,17.5,371.0,16.9,2.3,23.3,85.0,1.9,0.423,63
2022-08-05,14:00:00,35.6,24.9,549.0,33.0,3.0,22.0,93.0,3.2,0.422,63
2022-08-05,15:00:00,39.2,27.5,700.0,46.3,3.5,22.2,93.0,3.9,0.43,63
2022-08-05,16:00:00,32.2,22.6,659.0,41.9,3.4,21.7,96.0,2.3,0.428,64
2022-08-05,17:00:00,28.9,20.3,543.0,30.3,3.0,21.6,94.0,1.8,0.426,64
2022-08-05,18:00:00,26.0,18.2,417.0,17.2,2.5,21.4,93.0,3.0,0.424,63
2022-08-05,19:00:00,26.8,18.8,405.0,14.6,2.6,21.1,95.0,2.8,0.424,63
2022-08-05,20:00:00,27.9,19.6,426.0,14.6,2.8,20.8,96.0,3.6,0.425,63
2022-08-05,21:00:00,30.0,21.0,452.0,14.9,3.1,20.3,97.0,1.8,0.43,63
2022-08-05,22:00:00,31.3,21.9,458.0,14.0,3.3,20.1,99.0,3.5,0.43,63
2022-08-05,23:00:00,31.5,22.1,461.0,13.1,3.5,20.2,98.0,4.8,0.427,64
2022-08-06,00:00:00,34.0,23.8,497.0,13.0,3.7,20.5,95.0,3.6,0.428,64
2022-08-06,01:00:00,32.0,22.4,452.0,11.6,3.6,21.2,95.0,3.3,0.425,64
2022-08-06,02:00:00,27.5,19.3,389.0,9.4,3.5,22.7,88.0,2.2,0.424,64
2022-08-06,03:00:00,24.7,17.3,319.0,6.8,3.5,23.6,84.0,4.1,0.422,64
2022-08-06,04:00:00,25.3,17.7,296.0,5.2,3.4,24.6,79.0,2.5,0.421,64
2022-08-06,05:00:00,26.5,18.5,285.0,3.8,3.3,25.7,77.0,3.4,0.419,65
2022-08-06,06:00:00,26.9,18.8,274.0,2.7,3.0,25.9,74.0,3.4,0.42,65
2022-08-06,07:00:00,25.1,17.6,259.0,2.3,2.6,25.7,77.0,6.0,0.43,65
2022-08-06,08:00:00,23.6,16.5,244.0,2.5,2.0,25.2,77.0,4.4,0.427,66
2022-08-06,09:00:00,23.9,16.7,234.0,3.2,1.6,25.4,77.0,4.3,0.426,66
2022-08-06,10:00:00,23.7,16.6,231.0,3.6,1.9,25.7,77.0,3.3,0.423,66
2022-08-06,11:00:00,23.5,16.4,234.0,4.2,2.5,24.7,80.0,3.1,0.423,66
2022-08-06,12:00:00,28.8,20.1,303.0,10.5,3.2,23.7,83.0,2.5,0.421,66
2022-08-06,13:00:00,30.5,21.4,379.0,17.0,3.3,22.5,89.0,1.4,0.428,67
2022-08-06,14:00:00,32.0,22.4,486.0,26.0,3.5,22.0,93.0,1.9,0.428,67
2022-08-06,15:00:00,35.9,25.1,590.0,34.4,3.5,21.7,95.0,3.8,0.429,67
2022-08-06,16:00:00,38.5,27.0,599.0,34.2,3.4,21.9,95.0,2.0,0.429,67
2022-08-06,17:00:00,34.8,24.3,574.0,30.7,3.2,21.8,95.0,2.9,0.43,67
2022-08-06,18:00:00,32.5,22.8,541.0,26.0,3.0,21.5,96.0,3.7,0.43,67
2022-08-06,19:00:00,31.1,21.8,529.0,23.8,3.3,21.0,94.0,5.5,0.428,68
2022-08-06,20:00:00,29.9,20.9,520.0,21.9,3.8,20.9,94.0,4.1,0.426,68
2022-08-06,21:00:00,30.2,21.1,523.0,20.2,4.4,20.7,93.0,4.4,0.425,68
2022-08-06,22:00:00,31.7,22.2,559.0,21.0,4.9,20.6,94.0,4.9,0.423,68
2022-08-06,23:00:00,33.5,23.4,612.0,22.5,5.5,20.4,94.0,3.6,0.422,68
2022-08-07,00:00:00,33.6,23.6,597.0,20.8,4.8,20.3,95.0,2.5,0.422,68
2022-08-07,01:00:00,34.9,24.4,518.0,16.6,4.8,21.5,92.0,4.4,0.421,68
2022-08-07,02:00:00,27.0,18.9,406.0,10.9,4.8,23.6,82.0,2.3,0.42,68
2022-08-07,03:00:00,22.2,15.5,283.0,4.5,4.6,25.0,76.0,1.4,0.418,68
2022-08-07,04:00:00,21.0,14.6,243.0,2.5,4.2,26.3,70.0,2.5,0.417,68
2022-08-07,05:00:00,20.6,14.3,228.0,1.8,3.5,26.8,72.0,4.3,0.415,68
2022-08-07,06:00:00,20.5,14.3,217.0,1.5,2.7,27.3,66.0,5.1,0.427,68
2022-08-07,07:00:00,20.5,14.2,206.0,1.5,2.1,26.1,71.0,5.0,0.43,67
2022-08-07,08:00:00,20.0,13.9,200.0,2.0,1.5,25.4,75.0,5.3,0.426,67
2022-08-07,09:00:00,19.6,13.6,201.0,3.0,1.1,25.3,73.0,2.4,0.427,67
2022-08-07,10:00:00,20.5,14.3,198.0,3.0,1.2,23.8,81.0,2.6,0.426,66
2022-08-07,11:00:00,20.5,14.3,199.0,3.0,1.6,24.4,79.0,2.4,0.424,66
2022-08-07,12:00:00,18.9,13.2,244.0,7.4,1.9,23.4,86.0,2.1,0.423,66
2022-08-07,13:00:00,25.0,17.5,405.0,22.4,2.6,22.2,93.0,2.8,0.422,65
2022-08-07,14:00:00,34.2,23.9,633.0,43.5,3.5,21.9,93.0,3.3,0.421,65
2022-08-07,15:00:00,38.5,26.9,871.0,64.4,4.7,21.5,94.0,3.3,0.42,65
2022-08-07,16:00:00,35.7,25.0,926.0,67.2,5.1,21.2,94.0,2.2,0.42,65
2022-08-07,17:00:00,34.9,24.4,921.0,63.6,5.3,20.8,94.0,1.8,0.419,65
2022-08-07,18:00:00,34.1,23.9,896.0,57.2,5.6,20.7,93.0,1.8,0.418,65
2022-08-07,19:00:00,33.8,23.6,883.0,53.8,5.9,20.4,93.0,2.2,0.417,65
2022-08-07,20:00:00,33.8,23.6,862.0,49.8,6.2,20.1,94.0,2.5,0.417,65
2022-08-07,21:00:00,34.2,24.0,832.0,44.3,6.5,19.9,94.0,2.9,0.416,66
2022-08-07,22:00:00,34.7,24.2,826.0,40.8,6.8,19.6,95.0,2.5,0.416,66
2022-08-07,23:00:00,34.8,24.3,823.0,37.5,7.1,19.5,95.0,2.5,0.415,66
2022-08-08,00:00:00,39.3,27.5,875.0,38.3,6.9,19.5,97.0,1.8,0.411,66
2022-08-08,01:00:00,41.1,28.8,730.0,29.9,6.7,21.5,92.0,4.6,0.41,67
2022-08-08,02:00:00,24.2,16.9,525.0,17.8,6.2,23.8,80.0,1.4,0.41,67
2022-08-08,03:00:00,21.4,15.0,308.0,5.1,5.3,25.2,75.0,1.6,0.408,67
2022-08-08,04:00:00,22.2,15.5,253.0,1.7,4.6,27.1,67.0,2.3,0.406,67
2022-08-08,05:00:00,21.3,14.8,249.0,1.2,3.6,28.4,64.0,2.5,0.403,67
2022-08-08,06:00:00,20.8,14.6,254.0,1.6,2.5,27.4,67.0,1.6,0.43,67
2022-08-08,07:00:00,19.4,13.6,240.0,1.6,1.9,26.0,71.0,3.3,0.423,67
2022-08-08,08:00:00,18.7,13.0,229.0,2.0,1.4,27.1,69.0,3.1,0.422,67
2022-08-08,09:00:00,18.3,12.8,224.0,3.0,1.0,24.7,78.0,5.4,0.422,67
2022-08-08,10:00:00,19.4,13.6,230.0,4.0,1.2,24.1,82.0,1.3,0.421,67
2022-08-08,11:00:00,19.8,13.9,243.0,5.2,1.8,23.8,86.0,2.9,0.419,67
2022-08-08,12:00:00,23.8,16.6,259.0,7.1,1.8,23.0,88.0,2.2,0.417,67
2022-08-08,13:00:00,27.9,19.6,370.0,17.0,2.3,22.3,94.0,1.8,0.416,67
2022-08-08,14:00:00,33.5,23.4,528.0,31.1,3.0,21.6,97.0,2.7,0.415,67
2022-08-08,15:00:00,35.6,24.9,691.0,44.9,3.8,21.7,96.0,3.6,0.414,67
2022-08-08,16:00:00,35.9,25.0,724.0,46.3,4.0,21.8,96.0,3.1,0.413,67
2022-08-08,17:00:00,34.9,24.4,716.0,43.3,4.0,21.5,94.0,1.9,0.412,67
2022-08-08,18:00:00,33.2,23.2,704.0,39.0,4.2,21.3,95.0,2.3,0.412,67
2022-08-08,19:00:00,33.2,23.2,719.0,37.9,4.5,21.1,95.0,2.5,0.411,67
2022-08-08,20:00:00,34.1,23.8,739.0,37.0,4.9,21.0,95.0,2.5,0.411,67
2022-08-08,21:00:00,35.0,24.5,755.0,35.2,5.5,20.6,95.0,1.4,0.41,67
2022-08-08,22:00:00,35.3,24.7,764.0,33.5,5.8,20.5,94.0,2.3,0.41,67
2022-08-08,23:00:00,38.0,26.5,767.0,31.5,5.9,20.2,94.0,2.5,0.409,67
2022-08-09,00:00:00,36.3,25.4,597.0,20.9,5.0,20.0,95.0,2.5,0.412,67
2022-08-09,01:00:00,41.9,29.3,525.0,16.7,5.2,21.6,95.0,3.8,0.411,67
2022-08-09,02:00:00,24.0,16.8,423.0,10.9,5.4,23.8,81.0,2.5,0.411,67
2022-08-09,03:00:00,21.3,14.9,310.0,4.6,5.2,25.7,75.0,1.3,0.409,67
2022-08-09,04:00:00,20.9,14.6,270.0,2.7,4.4,27.1,69.0,2.4,0.407,67
2022-08-09,05:00:00,20.1,14.1,250.0,2.2,3.2,27.6,67.0,3.8,0.409,67
2022-08-09,06:00:00,15.9,11.1,238.0,2.0,2.0,25.9,73.0,2.4,0.413,67
2022-08-09,07:00:00,19.8,13.9,236.0,1.9,1.8,27.2,69.0,2.3,0.41,66
2022-08-09,08:00:00,19.7,13.8,242.0,1.9,2.0,27.2,68.0,4.7,0.41,66
2022-08-09,09:00:00,18.5,12.9,250.0,2.3,2.2,26.8,73.0,3.6,0.41,66
2022-08-09,10:00:00,17.9,12.5,245.0,2.5,2.2,27.2,69.0,2.2,0.409,66
2022-08-09,11:00:00,16.9,11.8,237.0,2.8,2.2,26.7,72.0,1.8,0.407,66
2022-08-09,12:00:00,11.7,8.2,250.0,6.2,1.6,25.6,79.0,5.1,0.406,66
2022-08-09,13:00:00,14.5,10.1,346.0,14.6,2.0,24.7,80.0,1.5,0.406,65
2022-08-09,14:00:00,21.5,15.1,482.0,26.8,2.5,24.0,88.0,1.4,0.407,65
2022-08-09,15:00:00,25.1,17.6,652.0,40.9,3.3,22.6,91.0,1.8,0.421,64
2022-08-09,16:00:00,27.0,18.9,752.0,47.8,3.8,22.2,92.0,2.3,0.422,63
2022-08-09,17:00:00,29.2,20.4,841.0,53.0,4.3,21.6,95.0,2.3,0.427,63
2022-08-09,18:00:00,31.5,22.1,907.0,55.5,4.9,21.6,93.0,1.6,0.425,62
2022-08-09,19:00:00,31.9,22.3,889.0,52.0,5.1,21.1,96.0,1.8,0.423,62
2022-08-09,20:00:00,31.3,21.9,830.0,45.0,5.2,21.1,95.0,2.1,0.421,62
2022-08-09,21:00:00,31.9,22.3,764.0,36.8,5.4,20.6,96.0,1.8,0.419,62
2022-08-09,22:00:00,33.4,23.4,768.0,34.4,5.8,20.5,95.0,4.0,0.418,62
2022-08-09,23:00:00,36.2,25.3,791.0,33.5,6.3,20.1,96.0,2.6,0.417,62
2022-08-10,00:00:00,30.5,21.3,636.0,23.5,5.9,20.6,98.0,0.7,0.428,62
2022-08-10,01:00:00,26.3,18.4,545.0,18.6,5.4,21.5,95.0,3.7,0.425,61
2022-08-10,02:00:00,16.8,11.7,416.0,11.8,4.8,23.1,87.0,2.3,0.424,60
2022-08-10,03:00:00,12.5,8.7,278.0,4.4,3.9,24.9,80.0,4.2,0.422,60
2022-08-10,04:00:00,11.6,8.1,240.0,2.4,3.3,26.6,72.0,4.8,0.419,59
2022-08-10,05:00:00,12.4,8.7,233.0,2.0,2.8,28.2,64.0,4.2,0.416,59
2022-08-10,06:00:00,13.9,9.7,231.0,2.1,2.2,28.1,66.0,1.3,0.43,58
2022-08-10,07:00:00,15.0,10.4,222.0,2.2,1.9,26.8,69.0,2.5,0.427,58
2022-08-10,08:00:00,14.2,9.9,216.0,2.5,1.5,26.6,69.0,3.3,0.426,58
2022-08-10,09:00:00,14.9,10.4,215.0,3.5,1.4,24.5,79.0,2.1,0.43,57
2022-08-10,10:00:00,14.7,10.3,212.0,3.8,1.5,23.5,85.0,1.8,0.43,57
2022-08-10,11:00:00,14.7,10.2,211.0,4.2,1.8,23.1,88.0,1.1,0.43,57
2022-08-10,12:00:00,15.4,10.7,232.0,6.8,2.5,23.2,85.0,2.3,0.427,57
2022-08-10,13:00:00,19.6,13.7,376.0,19.6,3.1,22.4,89.0,1.3,0.43,57
2022-08-10,14:00:00,23.7,16.6,581.0,37.8,4.0,21.9,93.0,1.8,0.427,57
2022-08-10,15:00:00,25.6,17.9,791.0,55.8,5.0,21.9,93.0,1.4,0.429,58
2022-08-10,16:00:00,25.4,17.8,836.0,58.8,5.5,21.5,96.0,3.0,0.429,58
2022-08-10,17:00:00,23.6,16.5,826.0,56.5,5.8,21.3,97.0,1.1,0.428,57
2022-08-10,18:00:00,23.3,16.3,786.0,50.7,6.0,21.4,98.0,0.7,0.427,57
2022-08-10,19:00:00,22.6,15.8,745.0,44.9,5.7,21.3,97.0,1.3,0.429,57
2022-08-10,20:00:00,21.6,15.1,687.0,37.3,5.1,21.0,98.0,3.3,0.429,56
2022-08-10,21:00:00,21.0,14.7,636.0,29.5,4.6,20.6,99.0,0.8,0.428,55
2022-08-10,22:00:00,21.1,14.7,654.0,28.2,4.8,20.3,98.0,1.8,0.426,55
2022-08-10,23:00:00,21.7,15.1,698.0,29.0,5.2,20.1,98.0,2.2,0.424,54
2022-08-11,00:00:00,26.0,18.2,782.0,32.7,7.4,20.1,95.0,3.9,0.425,53
2022-08-11,01:00:00,31.4,21.9,662.0,25.6,7.0,21.4,94.0,4.0,0.423,53
2022-08-11,02:00:00,21.0,14.6,492.0,15.6,6.4,23.3,83.0,1.9,0.422,53
2022-08-11,03:00:00,18.3,12.7,308.0,5.0,5.5,24.8,75.0,1.6,0.42,53
2022-08-11,04:00:00,17.3,12.0,254.0,2.1,4.8,25.6,72.0,3.2,0.418,54
2022-08-11,05:00:00,17.6,12.2,238.0,1.6,4.1,26.1,70.0,3.5,0.42,54
2022-08-11,06:00:00,17.8,12.3,229.0,1.8,3.2,26.8,67.0,3.7,0.419,54
2022-08-11,07:00:00,17.2,11.9,215.0,1.5,2.7,26.1,69.0,3.4,0.43,55
2022-08-11,08:00:00,16.6,11.6,206.0,1.5,2.3,25.5,73.0,2.3,0.427,55
2022-08-11,09:00:00,15.8,11.0,201.0,2.0,2.0,26.2,70.0,3.8,0.427,55
2022-08-11,10:00:00,15.4,10.7,193.0,1.9,2.0,24.6,77.0,5.9,0.429,55
2022-08-11,11:00:00,14.7,10.3,186.0,1.9,2.0,24.5,78.0,4.3,0.427,55
2022-08-11,12:00:00,11.2,7.8,209.0,5.8,2.0,24.2,76.0,3.6,0.419,55
2022-08-11,13:00:00,14.0,9.8,316.0,15.4,2.5,24.0,75.0,2.2,0.419,55
2022-08-11,14:00:00,18.3,12.8,467.0,29.1,3.2,22.2,87.0,3.0,0.418,54
2022-08-11,15:00:00,22.1,15.4,636.0,43.5,4.0,21.6,88.0,3.7,0.418,54
2022-08-11,16:00:00,23.9,16.8,698.0,47.2,4.3,21.4,88.0,3.6,0.417,54
2022-08-11,17:00:00,24.4,17.1,731.0,47.5,4.6,20.7,91.0,4.1,0.416,54
2022-08-11,18:00:00,23.6,16.5,748.0,45.9,4.8,20.5,92.0,3.7,0.415,54
2022-08-11,19:00:00,23.1,16.2,742.0,43.8,5.0,20.1,94.0,4.8,0.415,54
2022-08-11,20:00:00,23.7,16.6,719.0,40.5,5.2,19.8,96.0,5.1,0.414,54
2022-08-11,21:00:00,25.6,17.9,684.0,36.0,5.2,19.4,97.0,3.6,0.413,54
2022-08-11,22:00:00,27.8,19.5,671.0,33.3,5.3,18.9,97.0,2.5,0.413,54
2022-08-11,23:00:00,27.8,19.4,659.0,30.8,5.4,18.9,97.0,2.5,0.412,55
2022-08-12,00:00:00,31.7,22.2,739.0,32.2,6.3,19.1,96.0,3.3,0.414,55
2022-08-12,01:00:00,37.1,26.0,617.0,25.1,5.9,20.4,96.0,3.3,0.413,55
2022-08-12,02:00:00,16.8,11.7,444.0,15.1,5.4,22.2,89.0,2.1,0.412,56
2022-08-12,03:00:00,15.0,10.4,259.0,4.4,4.6,23.8,80.0,2.6,0.411,56
2022-08-12,04:00:00,14.5,10.1,208.0,1.6,3.8,25.6,70.0,2.4,0.409,55
2022-08-12,05:00:00,14.6,10.2,197.0,1.3,3.1,26.1,71.0,6.0,0.407,55
2022-08-12,06:00:00,15.5,10.8,195.0,1.6,2.3,26.3,73.0,3.9,0.406,55
2022-08-12,07:00:00,15.8,11.0,186.0,1.3,2.0,26.2,70.0,3.4,0.407,55
2022-08-12,08:00:00,17.3,12.1,182.0,1.2,1.7,26.4,70.0,2.1,0.412,55
2022-08-12,09:00:00,16.2,11.2,184.0,1.8,1.5,26.3,72.0,5.1,0.41,55
2022-08-12,10:00:00,16.1,11.2,178.0,1.7,1.5,25.8,75.0,3.6,0.409,55
2022-08-12,11:00:00,17.1,11.9,173.0,1.8,1.5,25.7,76.0,2.6,0.408,55
2022-08-12,12:00:00,17.2,11.9,213.0,4.9,2.2,24.9,77.0,3.3,0.413,55
2022-08-12,13:00:00,23.0,16.1,324.0,15.1,2.6,23.7,86.0,1.8,0.412,55
2022-08-12,14:00:00,30.0,20.9,483.0,29.5,3.2,23.0,87.0,0.8,0.411,56
2022-08-12,15:00:00,32.8,22.9,652.0,44.2,3.8,22.2,92.0,1.6,0.41,57
2022-08-12,16:00:00,35.9,25.0,701.0,47.0,4.0,22.1,91.0,2.9,0.41,57
2022-08-12,17:00:00,36.2,25.3,714.0,46.1,4.0,21.7,93.0,1.4,0.409,58
2022-08-12,18:00:00,34.9,24.3,713.0,43.2,4.2,21.5,93.0,0.7,0.408,59
2022-08-12,19:00:00,34.8,24.3,710.0,41.0,4.6,22.0,91.0,1.8,0.408,59
2022-08-12,20:00:00,38.3,26.8,698.0,38.0,5.1,21.5,93.0,1.8,0.407,60
2022-08-12,21:00:00,41.2,28.9,678.0,33.8,5.5,20.9,96.0,0.7,0.407,61
2022-08-12,22:00:00,42.8,30.0,672.0,31.2,5.6,20.2,98.0,1.1,0.407,62
2022-08-12,23:00:00,41.7,29.2,666.0,28.6,5.6,20.1,98.0,1.4,0.406,63
2022-08-13,00:00:00,43.7,30.5,769.0,32.2,6.3,20.2,96.0,2.5,0.402,64
2022-08-13,01:00:00,44.6,31.2,651.0,25.5,6.1,21.1,95.0,3.6,0.402,65
2022-08-13,02:00:00,27.3,19.0,484.0,15.9,5.6,23.0,85.0,1.5,0.401,65
2022-08-13,03:00:00,26.6,18.5,306.0,5.7,4.9,24.6,77.0,1.3,0.4,66
2022-08-13,04:00:00,25.9,18.0,259.0,2.8,4.3,26.4,70.0,2.3,0.397,66
2022-08-13,05:00:00,26.6,18.5,253.0,2.1,3.6,28.2,64.0,2.9,0.395,67
2022-08-13,06:00:00,27.1,18.9,253.0,2.0,2.8,28.3,64.0,4.3,0.393,68
2022-08-13,07:00:00,26.6,18.6,241.0,1.5,2.3,26.9,69.0,1.8,0.401,69
2022-08-13,08:00:00,27.2,18.9,230.0,1.5,2.0,26.5,72.0,4.0,0.401,69
2022-08-13,09:00:00,24.7,17.2,226.0,2.2,1.8,25.3,78.0,4.4,0.405,70
2022-08-13,10:00:00,24.3,16.9,231.0,3.7,1.7,24.1,85.0,3.8,0.406,70
2022-08-13,11:00:00,24.3,16.9,243.0,5.7,1.8,24.4,83.0,3.3,0.405,71
2022-08-13,12:00:00,29.0,20.2,255.0,8.2,2.0,23.5,87.0,1.1,0.418,71
2022-08-13,13:00:00,32.2,22.5,353.0,16.6,2.3,22.5,94.0,2.6,0.417,72
2022-08-13,14:00:00,35.9,25.0,493.0,28.6,2.6,22.4,94.0,2.1,0.417,73
2022-08-13,15:00:00,38.5,26.9,658.0,41.8,3.0,22.1,95.0,2.6,0.417,73
2022-08-13,16:00:00,39.7,27.7,742.0,46.7,3.3,22.0,95.0,3.6,0.416,73
2022-08-13,17:00:00,39.7,27.7,808.0,49.3,3.5,21.7,96.0,2.9,0.416,74
2022-08-13,18:00:00,39.5,27.6,846.0,49.0,3.8,21.7,95.0,1.8,0.423,74
2022-08-13,19:00:00,41.2,28.8,813.0,44.3,3.9,21.5,94.0,4.7,0.424,74
2022-08-13,20:00:00,41.0,28.6,742.0,36.8,4.0,21.3,94.0,3.8,0.423,75
2022-08-13,21:00:00,40.2,28.1,665.0,28.5,4.2,21.1,94.0,4.0,0.428,75
2022-08-13,22:00:00,41.8,29.2,664.0,26.4,4.6,21.2,94.0,3.2,0.429,75
2022-08-13,23:00:00,44.2,31.0,684.0,26.0,5.0,21.5,91.0,1.8,0.428,75
2022-08-14,00:00:00,42.5,29.7,607.0,20.8,4.9,20.6,94.0,2.6,0.428,75
2022-08-14,01:00:00,45.3,31.7,537.0,17.5,4.7,20.3,97.0,2.4,0.43,75
2022-08-14,02:00:00,28.5,19.9,437.0,12.7,4.3,21.1,94.0,2.9,0.429,75
2022-08-14,03:00:00,24.3,16.9,325.0,7.2,3.8,22.0,90.0,1.3,0.426,75
2022-08-14,04:00:00,22.6,15.8,284.0,4.8,3.5,23.5,83.0,1.1,0.424,75
2022-08-14,05:00:00,21.3,14.8,263.0,3.3,3.0,25.1,77.0,1.6,0.422,74
2022-08-14,06:00:00,21.1,14.7,245.0,2.2,2.5,25.2,78.0,1.8,0.421,74
2022-08-14,07:00:00,19.9,13.9,231.0,1.8,2.1,23.6,78.0,1.1,0.429,74
2022-08-14,08:00:00,18.5,12.9,221.0,1.9,1.8,24.0,82.0,5.2,0.426,73
2022-08-14,09:00:00,16.8,11.7,220.0,2.9,1.5,25.3,77.0,4.6,0.424,73
2022-08-14,10:00:00,17.2,12.0,221.0,3.7,1.5,25.4,75.0,5.4,0.423,72
2022-08-14,11:00:00,17.9,12.5,227.0,4.8,1.7,24.3,83.0,3.2,0.422,72
2022-08-14,12:00:00,18.3,12.8,267.0,8.9,2.0,23.0,87.0,2.5,0.422,71
2022-08-14,13:00:00,21.2,14.8,331.0,14.6,2.3,22.4,88.0,3.8,0.421,71
2022-08-14,14:00:00,23.5,16.4,423.0,22.7,2.7,21.7,91.0,3.0,0.42,70
2022-08-14,15:00:00,22.9,16.1,531.0,31.8,3.2,21.3,92.0,4.8,0.419,69
2022-08-14,16:00:00,22.8,15.9,581.0,35.3,3.8,21.0,92.0,4.0,0.419,68
2022-08-14,17:00:00,24.0,16.8,617.0,37.4,4.4,20.4,95.0,2.5,0.418,67
2022-08-14,18:00:00,25.0,17.5,649.0,38.4,5.1,20.1,95.0,2.6,0.417,66
2022-08-14,19:00:00,25.5,17.8,663.0,37.7,5.5,20.0,96.0,3.0,0.417,65
2022-08-14,20:00:00,25.6,17.9,667.0,35.8,5.8,19.8,95.0,3.3,0.416,64
2022-08-14,21:00:00,24.9,17.4,659.0,32.5,6.1,19.7,95.0,4.1,0.416,64
2022-08-14,22:00:00,23.8,16.6,648.0,29.9,6.1,19.5,96.0,4.5,0.415,63
2022-08-14,23:00:00,23.0,16.1,630.0,26.8,5.9,19.4,96.0,3.8,0.415,61
2022-08-15,00:00:00,20.1,14.1,458.0,16.5,4.4,19.4,95.0,5.4,0.415,60
2022-08-15,01:00:00,17.6,12.3,401.0,13.3,4.0,21.0,92.0,5.8,0.415,59
2022-08-15,02:00:00,14.3,10.0,321.0,8.8,3.3,23.3,82.0,3.1,0.414,57
2022-08-15,03:00:00,12.6,8.8,230.0,4.0,2.5,24.8,75.0,3.4,0.414,56
2022-08-15,04:00:00,10.8,7.5,196.0,2.7,1.9,25.8,73.0,5.1,0.413,55
2022-08-15,05:00:00,9.0,6.2,177.0,2.5,1.3,27.2,64.0,6.6,0.411,55
2022-08-15,06:00:00,12.9,8.9,161.0,2.6,0.8,26.9,63.0,9.2,0.419,54
2022-08-15,07:00:00,13.9,9.6,152.0,2.2,0.6,24.5,75.0,6.2,0.424,53
2022-08-15,08:00:00,13.2,9.0,147.0,2.0,0.7,26.2,71.0,3.5,0.42,53
2022-08-15,09:00:00,10.4,7.1,148.0,2.1,0.9,25.2,72.0,7.2,0.418,53
2022-08-15,10:00:00,9.7,6.7,150.0,2.4,1.0,25.4,71.0,6.1,0.416,52
2022-08-15,11:00:00,10.5,7.2,155.0,3.0,1.2,25.8,72.0,7.4,0.414,52
2022-08-15,12:00:00,13.5,9.3,175.0,5.4,1.6,24.0,78.0,4.2,0.416,51
2022-08-15,13:00:00,14.8,10.3,217.0,9.1,1.9,22.3,90.0,4.6,0.415,51
2022-08-15,14:00:00,15.8,11.0,276.0,14.1,2.3,21.7,91.0,3.4,0.415,51
2022-08-15,15:00:00,16.6,11.5,338.0,19.2,2.8,21.3,93.0,4.1,0.414,50
2022-08-15,16:00:00,17.5,12.2,355.0,20.1,3.0,20.6,95.0,4.8,0.414,50
2022-08-15,17:00:00,17.5,12.1,356.0,19.5,3.2,20.1,97.0,5.5,0.413,49
2022-08-15,18:00:00,16.5,11.5,343.0,17.5,3.2,19.8,97.0,5.9,0.413,48
2022-08-15,19:00:00,15.4,10.6,316.0,14.7,2.9,19.7,97.0,6.6,0.412,47
2022-08-15,20:00:00,14.5,10.1,276.0,10.9,2.5,19.8,97.0,5.9,0.412,46
2022-08-15,21:00:00,13.7,9.6,239.0,7.2,2.0,19.8,97.0,4.6,0.411,44
2022-08-15,22:00:00,13.9,9.8,241.0,6.7,1.9,19.9,97.0,3.8,0.411,43
2022-08-15,23:00:00,15.0,10.5,257.0,7.2,1.9,20.4,96.0,4.6,0.414,42
2022-08-16,00:00:00,17.9,12.5,263.0,7.6,2.0,20.9,95.0,3.1,0.424,41
2022-08-16,01:00:00,17.9,12.3,249.0,6.8,1.9,21.2,95.0,2.3,0.427,41
2022-08-16,02:00:00,15.7,10.7,229.0,5.8,1.8,21.7,93.0,2.1,0.426,41
2022-08-16,03:00:00,15.7,10.6,205.0,4.3,1.7,22.6,90.0,2.2,0.424,41
2022-08-16,04:00:00,16.3,11.0,192.0,3.3,1.8,24.4,82.0,1.9,0.421,41
2022-08-16,05:00:00,16.4,11.1,180.0,2.3,1.9,25.6,76.0,0.4,0.418,42
2022-08-16,06:00:00,16.8,11.4,171.0,1.5,2.0,26.4,72.0,1.6,0.416,43
2022-08-16,07:00:00,17.9,12.2,170.0,1.2,2.3,24.6,74.0,4.0,0.42,43
